"","open.is_overnight","open.start","open.end","open.day","open.is_overnight.1","open.start.1","open.end.1","open.day.1","open.is_overnight.2","open.start.2","open.end.2","open.day.2","open.is_overnight.3","open.start.3","open.end.3","open.day.3","open.is_overnight.4","open.start.4","open.end.4","open.day.4","open.is_overnight.5","open.start.5","open.end.5","open.day.5","open.is_overnight.6","open.start.6","open.end.6","open.day.6","hours_type","is_open_now"
"1",TRUE,"0700","0300",0,TRUE,"0700","0300",1,TRUE,"0700","0300",2,TRUE,"0700","0300",3,TRUE,"0000","0000",4,TRUE,"0000","0000",5,TRUE,"0700","0300",6,"REGULAR",FALSE
