"","id","name","phone","rating","review_count","price","latitude","longitude","address1","is_closed","city","state"
"1","taco-bell-berkeley-2","Taco Bell","+15109840079",3,58,"$",37.86771,-122.257768,"2528 Durant Ave",FALSE,"Berkeley","CA"
